cve_id,true_label,predicted_risk,epss_score
CVE-2025-58083,0,0.823253641592097,0.00636
CVE-2025-71338,0,0.823253641592097,0.00639
CVE-2026-25142,0,0.823253641592097,0.01091
CVE-2025-61937,0,0.823253641592097,0.01508
CVE-2025-22504,0,0.823253641592097,0.00476
CVE-2026-57700,0,0.823253641592097,0.00373
CVE-2025-54261,0,0.823253641592097,0.19934
CVE-2026-48567,0,0.823253641592097,0.00973
CVE-2024-58338,0,0.823253641592097,0.00718
CVE-2025-26776,0,0.823253641592097,0.00604
CVE-2026-33054,0,0.823253641592097,0.00713
CVE-2026-4370,0,0.823253641592097,0.00381
CVE-2025-63216,0,0.823253641592097,0.00752
CVE-2025-32642,0,0.823253641592097,0.0031
CVE-2026-49777,0,0.823253641592097,0.01656
CVE-2025-62521,0,0.823253641592097,0.04224
CVE-2026-52813,0,0.823253641592097,0.01107
CVE-2025-44005,0,0.823253641592097,0.03318
CVE-2025-20393,1,0.823253641592097,0.2951
CVE-2025-68001,0,0.823253641592097,0.00564
CVE-2026-62422,0,0.823253641592097,0.00346
CVE-2025-39380,0,0.823253641592097,0.00359
CVE-2025-47812,1,0.823253641592097,0.95343
CVE-2025-49387,0,0.823253641592097,0.00354
CVE-2025-50002,0,0.823253641592097,0.00507
CVE-2024-50603,1,0.823253641592097,0.98545
CVE-2026-33453,0,0.823253641592097,0.06157
CVE-2025-42944,0,0.823253641592097,0.02882
CVE-2026-29128,0,0.823253641592097,0.00277
CVE-2026-39337,0,0.823253641592097,0.00715
CVE-2025-53624,0,0.823253641592097,0.01842
CVE-2025-30012,0,0.823253641592097,0.00702
CVE-2025-27364,0,0.823253641592097,0.23813
CVE-2025-54339,0,0.823253641592097,0.003
CVE-2024-46506,0,0.823253641592097,0.6293
CVE-2025-26389,0,0.823253641592097,0.00821
CVE-2026-50160,0,0.823253641592097,0.0059
CVE-2026-34078,0,0.823253641592097,0.0168
CVE-2023-25574,0,0.823253641592097,0.00328
CVE-2025-3499,0,0.823253641592097,0.01028
CVE-2025-54419,0,0.823253641592097,0.00357
CVE-2025-36250,0,0.823253641592097,0.00655
CVE-2025-26927,0,0.823253641592097,0.00414
CVE-2025-64095,0,0.823253641592097,0.44656
CVE-2026-54917,0,0.823253641592097,0.00345
CVE-2026-28409,0,0.823253641592097,0.03315
CVE-2025-69129,0,0.823253641592097,0.00432
CVE-2026-30966,0,0.823253641592097,0.00384
CVE-2025-26701,0,0.823253641592097,0.00441
CVE-2025-49447,0,0.823253641592097,0.00338
CVE-2025-49444,0,0.823253641592097,0.00338
CVE-2025-32510,0,0.823253641592097,0.00417
CVE-2025-49071,0,0.823253641592097,0.00447
CVE-2025-61492,0,0.823253641592097,0.01891
CVE-2026-47140,0,0.823253641592097,0.00536
CVE-2026-47208,0,0.823253641592097,0.0051
CVE-2024-39759,0,0.823253641592097,0.08168
CVE-2026-47137,0,0.823253641592097,0.00382
CVE-2026-59726,0,0.823253641592097,0.00442
CVE-2025-23922,0,0.823253641592097,0.01035
CVE-2025-40805,0,0.823253641592097,0.00601
CVE-2026-41070,0,0.823253641592097,0.00438
CVE-2025-69770,0,0.823253641592097,0.00628
CVE-2025-45854,0,0.823253641592097,0.02685
CVE-2026-50086,0,0.823253641592097,0.0029
CVE-2026-44005,0,0.823253641592097,0.00842
CVE-2026-44006,0,0.823253641592097,0.00815
CVE-2026-46978,0,0.823253641592097,0.00307
CVE-2026-47131,0,0.823253641592097,0.004
CVE-2026-28505,0,0.823253641592097,0.00476
CVE-2026-57572,0,0.823253641592097,0.00523
CVE-2026-54763,0,0.823253641592097,0.00256
CVE-2026-44523,0,0.823253641592097,0.00124
CVE-2026-46695,0,0.823253641592097,0.00289
CVE-2026-20182,1,0.823253641592097,0.88496
CVE-2026-48055,0,0.823253641592097,0.00621
CVE-2026-33587,0,0.823253641592097,0.0023
CVE-2026-26216,0,0.823253641592097,0.01589
CVE-2025-22612,0,0.823253641592097,0.00597
CVE-2026-49261,0,0.823253641592097,0.00998
CVE-2025-24201,1,0.823253641592097,0.0424
CVE-2025-13390,0,0.823253641592097,0.0472
CVE-2026-25470,0,0.823253641592097,0.00414
CVE-2025-26936,0,0.823253641592097,0.00453
CVE-2026-3611,0,0.823253641592097,0.05585
CVE-2026-42826,0,0.823253641592097,0.0084
CVE-2026-0881,0,0.823253641592097,0.00306
CVE-2026-54769,0,0.823253641592097,0.00912
CVE-2025-15036,0,0.823253641592097,0.00587
CVE-2026-33494,0,0.823253641592097,0.00519
CVE-2025-22609,0,0.823253641592097,0.00723
CVE-2025-4320,0,0.823253641592097,0.0046
CVE-2025-55182,1,0.823253641592097,0.99562
CVE-2026-2577,0,0.823253641592097,0.00645
CVE-2025-25174,0,0.823253641592097,0.00521
CVE-2026-40772,0,0.823253641592097,0.00347
CVE-2026-35308,0,0.823253641592097,0.00474
CVE-2026-35307,0,0.823253641592097,0.00474
CVE-2026-44643,0,0.823253641592097,0.00476
CVE-2026-35292,0,0.823253641592097,0.00483
CVE-2026-35301,0,0.823253641592097,0.00483
CVE-2024-10442,0,0.823253641592097,0.01337
CVE-2026-48836,0,0.823253641592097,0.00572
CVE-2025-32291,0,0.823253641592097,0.00442
CVE-2024-55971,0,0.823253641592097,0.00633
CVE-2026-31852,0,0.823253641592097,0.00445
CVE-2026-42869,0,0.823253641592097,0.0044
CVE-2024-56346,0,0.823253641592097,0.01058
CVE-2026-31957,0,0.823253641592097,0.00501
CVE-2025-64090,0,0.823253641592097,0.00361
CVE-2025-64093,0,0.823253641592097,0.00712
CVE-2026-30302,0,0.823253641592097,0.01993
CVE-2026-22769,1,0.823253641592097,0.13122
CVE-2025-70974,0,0.823253641592097,0.0069
CVE-2025-26852,0,0.823253641592097,0.00377
CVE-2025-26853,0,0.823253641592097,0.00389
CVE-2025-48123,0,0.823253641592097,0.00399
CVE-2025-20265,0,0.823253641592097,0.14777
CVE-2026-48558,1,0.823253641592097,0.0116
CVE-2026-42298,0,0.823253641592097,0.00504
CVE-2026-43997,0,0.823253641592097,0.00976
CVE-2025-22954,0,0.823253641592097,0.24574
CVE-2025-2857,0,0.823253641592097,0.01894
CVE-2025-23953,0,0.823253641592097,0.00638
CVE-2026-52704,0,0.823253641592097,0.00314
CVE-2025-66570,0,0.823253641592097,0.00307
CVE-2026-21858,0,0.823253641592097,0.71647
CVE-2025-63314,0,0.823253641592097,0.00254
CVE-2026-46778,0,0.823253641592097,0.00473
CVE-2026-42288,0,0.823253641592097,0.00576
CVE-2025-29902,0,0.823253641592097,0.00962
CVE-2025-65091,0,0.823253641592097,0.00282
CVE-2026-54782,0,0.823253641592097,0.00246
CVE-2026-46846,0,0.823253641592097,0.00355
CVE-2025-41243,0,0.823253641592097,0.03311
CVE-2026-46798,0,0.823253641592097,0.00483
CVE-2026-27897,0,0.823253641592097,0.00644
CVE-2026-46800,0,0.823253641592097,0.00483
CVE-2026-46803,0,0.823253641592097,0.00474
CVE-2026-46781,0,0.823253641592097,0.00473
CVE-2025-52694,0,0.823253641592097,0.37867
CVE-2025-48200,0,0.823253641592097,0.00598
CVE-2025-57870,0,0.823253641592097,0.00495
CVE-2025-58963,0,0.823253641592097,0.00446
CVE-2026-45829,0,0.823253641592097,0.12387
CVE-2025-64126,0,0.823253641592097,0.02328
CVE-2025-53577,0,0.823253641592097,0.00362
CVE-2025-64075,0,0.823253641592097,0.00703
CVE-2026-24897,0,0.823253641592097,0.03008
CVE-2026-42822,0,0.823253641592097,0.00494
CVE-2025-36535,0,0.823253641592097,0.01007
CVE-2026-23830,0,0.823253641592097,0.01122
CVE-2025-49060,0,0.823253641592097,0.00415
CVE-2025-64127,0,0.823253641592097,0.02328
